feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
ethylmalonate	Group	non-COVID-19	1.06763944976832	0.236035962048953	1.87300042391471e-05	0.000468661754423493	CPLM	1.99	96	96	0
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	Group	Severe	-0.443972806656764	0.0982629620768092	1.90926739727967e-05	0.000475125886732874	CPLM	1.838	96	96	0
palmitoyl sphingomyelin (d18:1/16:0)	Group	non-Severe	0.281127186822532	0.0623492189306791	1.97859057353281e-05	0.000487220697161587	CPLM	1.99	96	96	0
tauroursodeoxycholic acid sulfate (1)	Group	Severe	4.1405940149885	0.91833135282922	1.9792672150833e-05	0.000487220697161587	CPLM	1.652	96	47	51
prolylglycine	Group	non-COVID-19	-0.718477982264286	0.159414230750881	1.99324367137766e-05	0.000488023208572788	CPLM	1.196	96	91	5
kynurenine	Group	Severe	0.852061112362683	0.189193529151175	2.01891321166e-05	0.000491664746839553	CPLM	1.99	96	96	0
3,4-dihydroxybutyrate	Group	non-Severe	0.519894461810969	0.115728238115543	2.10796624308456e-05	0.000510621184628037	CPLM	1.99	96	96	0
Fibrinopeptide A (5-16)*	Group	Severe	1.86401756719064	0.415074616080622	2.12068278436689e-05	0.000510983566137927	CPLM	1.452	96	73	24
pregnenetriol sulfate*	Age	Age	-0.0268038983177871	0.00597685359220465	2.17142588406394e-05	0.000520456498738273	CPLM	1.794	96	96	0
N,N-dimethyl-pro-pro	Group	non-COVID-19	0.778869561258208	0.174058783913373	2.25482566376278e-05	0.000537616548312865	CPLM	1.99	96	96	0
androstenediol (3beta,17beta) disulfate (1)	Sex	Male	1.01571075199522	0.22714012432848	2.28091187958437e-05	0.000541003786438918	CPLM	1.99	96	96	0
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*	Group	Severe	-1.01353229185854	0.22673817511372	2.29558502900836e-05	0.000541662913062387	CPLM	1.157	96	91	5
perfluorooctanesulfonate (PFOS)	Group	non-COVID-19	-1.05762741178857	0.236708638968421	2.31316590616145e-05	0.000542997811168003	CPLM	1.99	96	96	0
taurocholate	Group	non-COVID-19	2.96325015498636	0.665350394883892	2.44353333646156e-05	0.000570659016115176	CPLM	1.832	96	87	9
orotate	Group	non-COVID-19	0.532808924171781	0.119877695122418	2.52928699528765e-05	0.000587672090639794	CPLM	1.99	96	96	0
prolylglycine	Group	non-Severe	-0.76865374952547	0.173190722205363	2.59169807457535e-05	0.000599116397543967	CPLM	1.196	96	91	5
3-hydroxybutyrate (BHBA)	Group	non-COVID-19	2.02088483621053	0.45589221078409	2.64520738877095e-05	0.000608397699417318	CPLM	1.875	96	95	1
3-hydroxyhexanoate	Group	Severe	0.844805082281024	0.1906664101773	2.66548298947002e-05	0.0006099803785953	CPLM	1.99	96	96	0
myristoleate (14:1n5)	Group	non-Severe	0.871033410153988	0.197053687051439	2.773993313371e-05	0.000631638277454577	CPLM	1.99	96	96	0
linoleoylcholine*	BMI	BMI	-0.0101413724874201	0.00229502339707112	2.78908508825407e-05	0.000631915099099952	CPLM	1.079	96	94	2
5-methylthioribose	Group	Severe	0.52837003338276	0.119864449113298	2.90546077285966e-05	0.000655023186118956	CPLM	1.033	96	94	2
docosadioate (C22-DC)	Group	non-COVID-19	-0.471755475702417	0.107146366201691	2.96271097807111e-05	0.000664639694292407	CPLM	1.169	96	95	1
Fibrinopeptide B (1-11)	Group	Severe	1.04567377481766	0.238020493111829	3.07335979866601e-05	0.000686082378584559	CPLM	1.355	96	93	3
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	Group	Severe	-0.686326174994068	0.15640725441202	3.13358681707191e-05	0.000696114847070511	CPLM	1.99	96	96	0
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	Group	Severe	-0.50186159650154	0.114894692854284	3.37980974861777e-05	0.000747167650252685	CPLM	1.99	96	96	0
4-methoxyphenol sulfate	Group	non-Severe	-1.50687328398248	0.345654593385922	3.49018118893235e-05	0.000767839861565117	CPLM	1.702	96	93	3
(2,4 or 2,5)-dimethylphenol sulfate	Group	non-COVID-19	-2.83281876723401	0.650504289907939	3.55206441754808e-05	0.000773976141507846	CPLM	1.369	96	38	60
Fibrinopeptide B (1-13)	Group	non-Severe	1.80483298737409	0.414341885954337	3.53742016598125e-05	0.000773976141507846	CPLM	1.773	96	90	6
7-hydroxycholesterol (alpha or beta)	Group	non-Severe	0.656388309653484	0.151010343324789	3.66266661665958e-05	0.000794275417727035	CPLM	1.04	96	87	9
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	Group	non-COVID-19	-0.956452808066875	0.220377304002705	3.754206964181e-05	0.000803687974766396	CPLM	1.174	96	87	9
2-deoxyuridine	Group	Severe	-0.797870622306647	0.183834764688298	3.75305962851122e-05	0.000803687974766396	CPLM	1.087	96	88	8
ethyl alpha-glucopyranoside	Group	Severe	-2.48199741167545	0.57225305972773	3.79431081631039e-05	0.000803687974766396	CPLM	1.394	96	44	54
glycerophosphoserine*	Group	Severe	-0.562893987022827	0.129720037784152	3.76508152040845e-05	0.000803687974766396	CPLM	1.085	96	94	2
taurocholenate sulfate*	Group	non-COVID-19	1.02557989084283	0.236458374605099	3.79408394955115e-05	0.000803687974766396	CPLM	1.99	96	96	0
1-(1-enyl-stearoyl)-GPE (P-18:0)*	Group	Severe	-0.783243481501206	0.180714718206148	3.83860017511023e-05	0.000809021937895236	CPLM	1.193	96	94	2
proline	Group	non-Severe	-0.34453616119828	0.0795143758363311	3.85502328773092e-05	0.000809021937895236	CPLM	1.99	96	96	0
4-methoxyphenol sulfate	Group	non-COVID-19	-1.4851560660239	0.343000140619153	3.90015970225335e-05	0.000814739783672557	CPLM	1.702	96	93	3
1-arachidonoyl-GPI* (20:4)*	Group	non-COVID-19	-0.524172982279858	0.121137610138341	3.9414754666743e-05	0.000819610925809807	CPLM	1.99	96	96	0
palmitoyl sphingomyelin (d18:1/16:0)	Group	Severe	0.299460517772898	0.0692532446388124	3.98526910942081e-05	0.000824950705650107	CPLM	1.99	96	96	0
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	Group	non-COVID-19	-0.851295447330059	0.197380156247174	4.15527710891181e-05	0.000856250314659927	CPLM	1.298	96	93	3
Fibrinopeptide A (3-16)	Group	non-Severe	1.44706026222439	0.335742207212746	4.20120292061667e-05	0.000861814328850825	CPLM	1.409	96	80	17
linoleoylcholine*	Group	Severe	-0.755894388649376	0.175868112556488	4.39310308840078e-05	0.000897138630698528	CPLM	1.079	96	94	2
4-methylcatechol sulfate	Group	Severe	-2.07072095912522	0.482630407364485	4.51917713987159e-05	0.000918764852454252	CPLM	1.699	96	85	11
creatinine	Sex	Male	0.261924117615578	0.0610956869903862	4.57642173875968e-05	0.000926267759924959	CPLM	1.99	96	96	0
3-ureidopropionate	Group	non-COVID-19	0.722324206271644	0.168910508622617	4.76317974954517e-05	0.000955573593807432	CPLM	1.99	96	96	0
8-hydroxyoctanoate	Group	non-COVID-19	0.532468595458207	0.124496644539998	4.75256961483673e-05	0.000955573593807432	CPLM	1.99	96	96	0
hexanoylcarnitine (C6)	Group	non-COVID-19	1.12961375192941	0.26472818603135	4.93083825451036e-05	0.000984870061887728	CPLM	1.99	96	96	0
sphingomyelin (d18:2/23:1)*	Group	Severe	0.551914157288806	0.12941277864582	4.97339107582157e-05	0.000989031570274736	CPLM	1.075	96	95	1
3-hydroxystearate	Group	non-Severe	-0.487779232966048	0.114529291250413	5.08105773242152e-05	0.00100604943101946	CPLM	1.99	96	96	0
3-hydroxyhexanoate	Group	non-COVID-19	0.740378975535544	0.173924783001216	5.12080837993832e-05	0.00100953079490213	CPLM	1.99	96	96	0
1-stearoyl-GPS (18:0)*	Group	non-COVID-19	-2.05525750039072	0.483112155067556	5.17214450198823e-05	0.00101525629577821	CPLM	1.21	96	34	65
N-stearoylserine*	Group	non-Severe	-0.892081518047445	0.209833346470332	5.22658276599243e-05	0.00102153896636607	CPLM	1.99	96	96	0
androstenediol (3beta,17beta) disulfate (2)	Sex	Male	0.480573786795636	0.113118050843141	5.28414711410892e-05	0.00102837632297658	CPLM	1.418	96	96	0
3-hydroxylaurate	Group	Severe	0.720185815623907	0.170859832250397	5.97809362399149e-05	0.00115669483605653	CPLM	1.99	96	96	0
ceramide (d18:2/24:1, d18:1/24:2)*	Group	Severe	0.599920249388992	0.142391017384428	6.01968985826522e-05	0.00115669483605653	CPLM	1.03	96	95	1
taurochenodeoxycholic acid 3-sulfate	Group	Severe	2.20958926470834	0.524445583951029	6.01964884880951e-05	0.00115669483605653	CPLM	1.901	96	95	1
androstenediol (3beta,17beta) disulfate (2)	Age	Age	-0.0172114097603828	0.00411525367588786	6.7435917558572e-05	0.00129034944773839	CPLM	1.418	96	96	0
ornithine	Group	non-Severe	-0.419012900090488	0.100250028788027	6.80995734457434e-05	0.00129759605636785	CPLM	1.99	96	96	0
N-alpha-acetylornithine	Group	non-Severe	0.449941825531689	0.107750910468093	6.90866650370933e-05	0.00130547996920715	CPLM	1.99	96	96	0
nonadecanoate (19:0)	Group	Severe	-0.460953523502462	0.110385577367578	6.90637791095166e-05	0.00130547996920715	CPLM	1.99	96	96	0
cysteine sulfinic acid	Group	non-COVID-19	-0.311647596616113	0.0746548493269047	6.9403441832744e-05	0.00130604658721618	CPLM	1.011	96	96	0
ornithine	Group	Severe	-0.464859996282682	0.111388527010478	6.97077223791969e-05	0.00130637435273606	CPLM	1.99	96	96	0
3-hydroxypyridine sulfate	Group	non-COVID-19	-2.22674700669405	0.534068372006377	7.07162361031452e-05	0.00131445607842336	CPLM	1.587	96	71	26
docosahexaenoate (DHA; 22:6n3)	Group	Severe	-0.73934253723148	0.177303133288323	7.05787647539556e-05	0.00131445607842336	CPLM	1.99	96	96	0
tyramine O-sulfate	Group	non-Severe	-1.93708641169616	0.464824323042799	7.12504945576547e-05	0.00131900305778683	CPLM	1.649	96	71	26
N-acetyl-isoputreanine	Group	non-COVID-19	0.868284326154014	0.208644367608564	7.27810992980026e-05	0.00134188310203686	CPLM	1.99	96	96	0
branched chain 14:0 dicarboxylic acid	Group	Severe	-1.96148463657532	0.471502775526753	7.31771184342295e-05	0.00134374434415113	CPLM	1.403	96	62	35
androstenediol (3beta,17beta) disulfate (2)	Group	Severe	0.605931580704147	0.145933745989831	7.53432454143787e-05	0.00137245255846832	CPLM	1.418	96	96	0
DSGEGDFXAEGGGVR*	Group	Severe	1.25693970011115	0.30265759700041	7.50932634163869e-05	0.00137245255846832	CPLM	1.664	96	93	3
undecanedioate (C11-DC)	Group	Severe	0.525112307231801	0.12689123288947	7.92446096173493e-05	0.00143776873385422	CPLM	1.99	96	96	0
glutamine conjugate of C6H10O2 (2)*	Group	non-COVID-19	1.86416496335687	0.450761988210813	8.00297399951021e-05	0.00144625172991149	CPLM	1.685	96	87	9
gamma-glutamylphenylalanine	Group	Severe	0.522046645824284	0.126336929243598	8.10312219983461e-05	0.00145856199597023	CPLM	1.99	96	96	0
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	Group	Severe	-1.1573668776405	0.280307499620754	8.20001127590667e-05	0.00146442554315604	CPLM	1.174	96	87	9
phosphocholine	Group	non-Severe	0.271485609495702	0.0657384404475093	8.17415582437159e-05	0.00146442554315604	CPLM	1.99	96	96	0
1-linoleoyl-GPA (18:2)*	Group	non-Severe	-0.757426476909072	0.183804212583418	8.44522384985488e-05	0.00150232614891559	CPLM	1.313	96	91	5
hexadecanedioate (C16)	Group	non-COVID-19	0.899687389290841	0.218410581257559	8.49410753033171e-05	0.00150514263397395	CPLM	1.99	96	96	0
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	Group	non-COVID-19	-0.363682357533661	0.0883128716969586	8.52929725242983e-05	0.00150552014292889	CPLM	1.838	96	96	0
N2,N2-dimethylguanosine	Group	non-COVID-19	1.10006697868138	0.267536264430972	8.72615187920414e-05	0.00153432029567165	CPLM	1.99	96	96	0
5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Sex	Male	-1.05241132474683	0.256291673063551	8.90368304071665e-05	0.00155951432951629	CPLM	1.619	96	89	7
N-palmitoylglycine	Group	Severe	-0.750889139792555	0.182987760018376	8.99504493282553e-05	0.00156948025379645	CPLM	1.044	96	93	3
2-hydroxystearate	Group	Severe	-0.75437363421243	0.184389042187641	9.40531678386937e-05	0.00163480200892142	CPLM	1.99	96	96	0
(2 or 3)-decenoate (10:1n7 or n8)	Group	non-COVID-19	0.755780762291766	0.184930045683773	9.55515677668297e-05	0.00165453170954427	CPLM	1.243	96	91	5
3-methyl catechol sulfate (1)	Group	non-Severe	-2.10919256642972	0.516589536526403	9.69215963597786e-05	0.00166558848989597	CPLM	1.579	96	55	43
quinolinate	Group	non-COVID-19	1.62477543786558	0.397903637693999	9.67738020040547e-05	0.00166558848989597	CPLM	1.665	96	87	9
1-linoleoyl-GPA (18:2)*	Group	non-COVID-19	-0.692819261181556	0.170518687699724	0.000104157789871152	0.00176215950184099	CPLM	1.313	96	91	5
alliin	Group	non-COVID-19	-2.53639858895792	0.624367137429532	0.000104406196177583	0.00176215950184099	CPLM	1.459	96	41	57
Fibrinopeptide A (4-15)	Group	Severe	2.00028924373352	0.492419314285145	0.000104475859792944	0.00176215950184099	CPLM	1.333	96	65	32
glycerol	Group	non-COVID-19	0.429176261972753	0.105644348114579	0.000104364024911092	0.00176215950184099	CPLM	1.99	96	96	0
sphingomyelin (d18:2/24:2)*	Group	Severe	0.459900491475199	0.113197240902604	0.000104227986551713	0.00176215950184099	CPLM	1.99	96	96	0
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	Group	non-COVID-19	-0.578859148204297	0.142551285410052	0.000105027539014924	0.00176492772204415	CPLM	1.99	96	96	0
methyl-4-hydroxybenzoate sulfate	Group	non-Severe	-3.06906156618879	0.761273890794836	0.000116690157828716	0.00195370212776461	CPLM	1.573	96	46	52
N-acetylproline	Group	Severe	-0.402371191880764	0.0999392940453759	0.000118944876329916	0.00198415738756936	CPLM	1.99	96	96	0
1-linoleoyl-GPC (18:2)	Group	non-COVID-19	-0.524016446288103	0.130472839715029	0.000123233946417908	0.00204820216053705	CPLM	1.99	96	96	0
kynurenine	Group	non-COVID-19	0.692877837067914	0.17263510148514	0.000124454377855848	0.00205125946336601	CPLM	1.99	96	96	0
mannose	Group	non-Severe	0.545199609460992	0.135863945333582	0.000124769185628543	0.00205125946336601	CPLM	1.99	96	96	0
spermidine	Group	non-COVID-19	1.3750907374864	0.342592962698183	0.000124349860940694	0.00205125946336601	CPLM	1.308	96	72	25
beta-hydroxyisovalerate	Group	non-COVID-19	0.52477604372383	0.130974105042694	0.000127535353347769	0.00205483885740564	CPLM	1.99	96	96	0
guaiacol sulfate	Group	non-Severe	-1.52367346635447	0.380312861748842	0.000127694202162011	0.00205483885740564	CPLM	1.658	96	87	9
hydroxy-CMPF*	Group	non-Severe	-1.03200036430339	0.257340736495725	0.000125931276402231	0.00205483885740564	CPLM	1.99	96	96	0
N-oleoylserine	Group	Severe	-0.794036031909868	0.198072351012544	0.000126578517945286	0.00205483885740564	CPLM	1.051	96	93	3
oxindolylalanine	Group	non-COVID-19	-0.496682961153342	0.123924879793503	0.000126979297303964	0.00205483885740564	CPLM	1.99	96	96	0
S-methylmethionine	Group	non-COVID-19	-1.87043741398948	0.466619825498077	0.000126730817142311	0.00205483885740564	CPLM	1.532	96	62	35
1-stearoyl-GPI (18:0)	Group	non-Severe	-0.558183649807113	0.139404789201654	0.000128759150539253	0.00205743568966932	CPLM	1.99	96	96	0
1-stearoyl-GPS (18:0)*	Group	Severe	-2.79502662060125	0.697879364435063	0.000128308561829996	0.00205743568966932	CPLM	1.21	96	34	65
guanosine	Group	Severe	2.07723168737045	0.519303738888003	0.000130623929828314	0.00207993488265084	CPLM	1.443	96	61	36
1-linoleoyl-GPC (18:2)	Group	Severe	-0.572273507392082	0.143127983657035	0.000131419942074854	0.0020853185233759	CPLM	1.99	96	96	0
2-stearoyl-GPE (18:0)*	Group	non-COVID-19	-0.683281454160866	0.171070534890581	0.000133401063747812	0.00210508447851341	CPLM	1.99	96	96	0
isoursodeoxycholate sulfate (1)	Group	Severe	1.57822489546692	0.395173255599641	0.000133590121715058	0.00210508447851341	CPLM	1.551	96	77	20
N,N,N-trimethyl-alanylproline betaine (TMAP)	Group	Severe	1.01316257911808	0.25382765214432	0.000134652884051174	0.00210995187230185	CPLM	1.99	96	96	0
N6-carbamoylthreonyladenosine	Group	non-COVID-19	1.03596013991453	0.259562457168798	0.000134825646649064	0.00210995187230185	CPLM	1.701	96	94	2
2,3-dihydroxyisovalerate	Group	non-Severe	-1.21561479610395	0.305767526181274	0.000142526181086594	0.00222282270091901	CPLM	1.755	96	94	2
glycochenodeoxycholate 3-sulfate	Group	non-COVID-19	1.06561674265815	0.268458130448277	0.000145721248765758	0.00225024594589497	CPLM	1.99	96	96	0
N-palmitoylserine	Group	non-Severe	-0.650755911094745	0.163888713139586	0.000145036692150187	0.00225024594589497	CPLM	1.99	96	96	0
palmitoylcholine	BMI	BMI	-0.00846300358172864	0.00213211034153532	0.000145766920078835	0.00225024594589497	CPLM	1.24	96	95	1
N-acetyl-2-aminooctanoate*	Group	non-Severe	-0.90304998944123	0.227669234822359	0.000147232121590268	0.00226518608689892	CPLM	1.386	96	92	4
2-hydroxydecanoate	Group	non-Severe	-0.64493694755379	0.16291769156591	0.000151393111907839	0.00232136104925353	CPLM	1.99	96	96	0
theanine	Group	Severe	-4.35343891551923	1.10043299770976	0.000152773473736937	0.00233466576979198	CPLM	1.672	96	28	71
1-stearoyl-GPS (18:0)*	Group	non-Severe	-2.48452913358436	0.628485363609533	0.000154363389330078	0.00235107316056581	CPLM	1.21	96	34	65
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Sex	Male	-0.84653671675221	0.214926508615646	0.000162500837006863	0.00246676270576419	CPLM	1.672	96	93	3
xanthine	Group	non-COVID-19	0.407559292907364	0.103522893670661	0.000163556234771611	0.00247453519318909	CPLM	1.99	96	96	0
1-oleoyl-GPI (18:1)	Group	Severe	-0.701556426412537	0.179036105258123	0.000174549956786562	0.00260463298884525	CPLM	1.99	96	96	0
4-vinylcatechol sulfate	Group	Severe	-2.82390349938624	0.720943942711591	0.000175518772049688	0.00260463298884525	CPLM	1.575	96	44	54
glycochenodeoxycholate glucuronide (1)	Group	non-Severe	1.1411174917831	0.291217408377127	0.00017459981090046	0.00260463298884525	CPLM	1.99	96	96	0
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	Group	non-Severe	0.419247184681493	0.107037008382919	0.00017558680886594	0.00260463298884525	CPLM	1.99	96	96	0
N-acetylalanine	Group	non-COVID-19	0.355701173552946	0.0908077530804882	0.000175440401856586	0.00260463298884525	CPLM	1.99	96	96	0
nisinate (24:6n3)	Group	non-Severe	-1.34391487113772	0.342797218802298	0.000173370786137258	0.00260463298884525	CPLM	1.317	96	69	28
suberoylcarnitine (C8-DC)	Group	non-COVID-19	2.13860937417454	0.547126182474598	0.000180642258186203	0.00267092481746743	CPLM	1.491	96	60	38
bilirubin degradation product, C17H18N2O4 (3)	Group	non-Severe	-1.18450707799701	0.303566457637669	0.000185050015265194	0.00272724197254917	CPLM	1.602	96	93	3
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)	Group	non-Severe	-1.10280797219367	0.282888119346941	0.000187399767852944	0.00275285452398688	CPLM	1.99	96	96	0
adipate	Group	Severe	0.515435184379769	0.132248112123812	0.00018799687241105	0.00275285452398688	CPLM	1.99	96	96	0
sphingomyelin (d18:0/18:0, d19:0/17:0)*	Group	non-COVID-19	0.708551723321514	0.181977562011522	0.00019057305348966	0.00278163360766639	CPLM	1.467	96	95	1
eicosanedioate (C20-DC)	Group	Severe	-0.473968289460573	0.122192350486996	0.00020071928599697	0.0029203694199048	CPLM	1.983	96	96	0
(16 or 17)-methylstearate (a19:0 or i19:0)	Group	non-COVID-19	-0.410047825330319	0.105768183011477	0.000202145532496945	0.0029317539967869	CPLM	1.99	96	96	0
Fibrinopeptide A (4-15)	Group	non-Severe	1.86531286197727	0.481453759260415	0.000203941660220997	0.00294841371633785	CPLM	1.333	96	65	32
N-acetylhistamine	Group	non-Severe	-3.53692435280684	0.91352006576777	0.00020579725881907	0.00295646913773516	CPLM	1.563	96	35	64
pregnenolone sulfate	Age	Age	-0.0228859428741153	0.00591057857769986	0.000205596934616245	0.00295646913773516	CPLM	1.574	96	95	1
caprate (10:0)	Group	non-COVID-19	1.22411985496577	0.317503403708332	0.000217892773902364	0.00312038896965838	CPLM	1.99	96	96	0
glucose	Group	Severe	0.368738793535686	0.095666247965285	0.000218675629400692	0.00312178312316851	CPLM	1.99	96	96	0
docosahexaenoate (DHA; 22:6n3)	Group	non-Severe	-0.614615522515882	0.159538403049682	0.000220186390604616	0.00313352757129194	CPLM	1.99	96	96	0
trans-3,4-methyleneheptanoate	Group	Severe	0.795351070410164	0.20669318448817	0.000223664323831174	0.00317310694930581	CPLM	1.99	96	96	0
alpha-hydroxyisocaproate	Group	non-COVID-19	0.412212301751794	0.107373470794127	0.000230748555133479	0.00326344385117349	CPLM	1.99	96	96	0
docosadioate (C22-DC)	Group	non-Severe	-0.431026000355748	0.112492163682799	0.000236817583477321	0.00332860270109791	CPLM	1.169	96	95	1
tetradecadienoate (14:2)*	Group	non-COVID-19	0.802109191855351	0.209326251775661	0.000236609361212565	0.00332860270109791	CPLM	1.513	96	94	2
phenylalanine	Group	non-Severe	0.192077930594161	0.0501480616823459	0.000237970028371818	0.00333450925909311	CPLM	1.99	96	96	0
threonylphenylalanine	Group	non-Severe	-2.21358513147933	0.578122834828232	0.000239049024363177	0.00333935354892609	CPLM	1.151	96	45	53
phenylpyruvate	Group	Severe	0.407095927732385	0.106389958605862	0.000241113085642381	0.00334784690969718	CPLM	1.018	96	95	1
tetradecanedioate (C14)	Group	Severe	0.854475603542534	0.223308611953151	0.000241127313654079	0.00334784690969718	CPLM	1.99	96	96	0
4-vinylcatechol sulfate	Age	Age	-0.0742216123684145	0.0194650906614824	0.000252610813912034	0.00349662506551793	CPLM	1.575	96	44	54
